Date,year,month,day,temp,dewp,slp,visib,wdsp,mxpsd,max,min,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tomorrow
1952-10-11,1952.0,10.0,11.0,65.5,48.349999999999994,1020.85,10.7,6.15,12.55,83.85,49.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-12,1952.0,10.0,12.0,68.3,52.75,1019.3,10.5,6.6499999999999995,12.9,84.85,54.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-13,1952.0,10.0,13.0,68.25,57.5,1017.95,10.65,7.6,13.95,81.3,56.4,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-14,1952.0,10.0,14.0,69.9,60.3,1015.7,10.75,7.5,13.5,82.85,60.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-15,1952.0,10.0,15.0,67.75,55.849999999999994,1016.55,8.100000000000001,8.65,15.95,78.35,60.8,0.5,0.0,0.0,0.0,0.0,0.0
1952-10-16,1952.0,10.0,16.0,64.0,47.349999999999994,1019.95,10.75,9.05,13.95,77.4,51.8,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-17,1952.0,10.0,17.0,64.15,50.65,1018.9000000000001,6.3,6.3,10.0,79.3,50.8,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-18,1952.0,10.0,18.0,65.4,47.3,1021.0,8.35,8.25,15.95,79.25,54.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-19,1952.0,10.0,19.0,65.45,39.45,1020.4,9.95,10.05,15.45,79.75,52.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-20,1952.0,10.0,20.0,66.8,41.0,1019.3,8.850000000000001,8.45,13.95,81.3,52.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-21,1952.0,10.0,21.0,58.55,34.7,1024.2,8.2,10.8,19.0,70.8,46.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-22,1952.0,10.0,22.0,57.35,33.65,1024.4,3.5,7.9,12.45,74.3,44.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-23,1952.0,10.0,23.0,59.4,38.15,1025.05,5.35,7.800000000000001,14.0,73.4,46.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-24,1952.0,10.0,24.0,60.599999999999994,37.900000000000006,1023.5,4.85,6.4,9.9,76.4,45.4,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-25,1952.0,10.0,25.0,62.8,45.95,1021.5,5.95,6.15,10.5,81.30000000000001,47.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-26,1952.0,10.0,26.0,64.3,49.150000000000006,1021.45,6.95,6.050000000000001,10.5,83.85,49.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-27,1952.0,10.0,27.0,64.15,49.349999999999994,1020.8,7.05,6.0,12.4,83.85,49.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-28,1952.0,10.0,28.0,63.349999999999994,45.55,1023.0,6.05,10.35,17.5,77.85,50.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-29,1952.0,10.0,29.0,55.8,27.6,1028.1999999999998,4.35,10.7,17.95,67.85,42.9,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-30,1952.0,10.0,30.0,58.0,46.099999999999994,1025.55,6.800000000000001,8.55,16.4,75.85,45.4,0.0,0.0,0.0,0.0,0.0,0.0
1952-10-31,1952.0,10.0,31.0,67.9,58.150000000000006,1020.05,12.5,10.4,17.45,81.30000000000001,58.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-01,1952.0,11.0,1.0,69.05,60.9,1017.95,11.0,9.35,18.5,79.75,58.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-02,1952.0,11.0,2.0,68.65,62.4,1018.45,8.35,10.0,17.0,79.75,58.849999999999994,0.5,0.0,0.0,0.0,0.0,0.0
1952-11-03,1952.0,11.0,3.0,68.9,61.85,1022.2,5.4,7.300000000000001,11.55,82.4,60.3,1.0,0.0,0.0,0.0,0.0,1.0
1952-11-04,1952.0,11.0,4.0,64.0,46.75,1023.85,4.65,9.5,15.05,72.30000000000001,54.4,0.0,1.0,0.0,0.0,0.0,1.0
1952-11-05,1952.0,11.0,5.0,56.25,50.05,1019.6,1.85,6.949999999999999,13.0,65.85,52.849999999999994,0.5,1.0,0.0,0.0,0.5,0.5
1952-11-06,1952.0,11.0,6.0,57.7,52.8,1019.8,1.3,5.35,9.4,71.2,50.4,1.0,0.5,0.0,0.0,0.0,0.0
1952-11-07,1952.0,11.0,7.0,61.85,54.45,1022.1,1.55,8.3,15.45,74.3,51.349999999999994,1.0,0.0,0.0,0.0,0.0,0.5
1952-11-08,1952.0,11.0,8.0,65.9,60.650000000000006,1019.1,4.4,9.6,17.45,79.75,56.3,0.0,0.5,0.0,0.0,0.0,1.0
1952-11-09,1952.0,11.0,9.0,73.5,69.19999999999999,1013.8,8.95,11.1,18.0,80.75,67.85,0.0,1.0,0.0,0.0,0.0,1.0
1952-11-10,1952.0,11.0,10.0,52.45,50.15,1015.95,6.55,13.25,19.0,74.85,46.4,0.0,1.0,0.0,0.0,1.0,0.0
1952-11-11,1952.0,11.0,11.0,49.25,39.0,1022.75,10.149999999999999,7.1,11.95,61.849999999999994,38.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-12,1952.0,11.0,12.0,52.35,38.3,1022.8,8.4,2.9,10.45,68.3,38.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-13,1952.0,11.0,13.0,56.75,48.85,1017.55,10.95,7.050000000000001,15.45,72.3,45.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-14,1952.0,11.0,14.0,69.3,63.0,1013.0,10.350000000000001,7.5,15.45,83.4,60.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-15,1952.0,11.0,15.0,71.75,68.19999999999999,1013.2,6.449999999999999,9.100000000000001,17.45,81.85,64.85,1.0,0.0,0.0,0.0,0.0,0.0
1952-11-16,1952.0,11.0,16.0,74.4,70.30000000000001,1013.9,10.05,13.149999999999999,20.5,78.8,70.75,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-17,1952.0,11.0,17.0,73.69999999999999,69.55000000000001,1013.95,10.4,12.95,18.95,78.8,70.3,0.0,0.0,0.0,0.0,0.0,1.0
1952-11-18,1952.0,11.0,18.0,66.35,64.05,1013.05,8.8,11.85,24.95,73.3,53.849999999999994,0.0,1.0,0.0,0.0,0.5,0.0
1952-11-19,1952.0,11.0,19.0,57.349999999999994,42.7,1017.45,11.95,9.899999999999999,17.0,65.3,47.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-20,1952.0,11.0,20.0,53.2,33.6,1019.0,12.55,8.9,16.5,61.3,44.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-21,1952.0,11.0,21.0,48.7,31.35,1019.7,12.6,6.85,13.0,61.3,37.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-11-22,1952.0,11.0,22.0,54.1,44.400000000000006,1017.75,13.2,10.0,18.55,68.4,43.849999999999994,0.0,0.0,0.0,0.0,0.0,1.0
1952-11-23,1952.0,11.0,23.0,61.25,56.2,1018.6500000000001,9.2,14.3,22.45,65.3,58.3,0.0,1.0,0.0,0.0,0.0,1.0
1952-11-24,1952.0,11.0,24.0,68.0,63.400000000000006,1013.9,8.3,15.95,25.45,76.85,62.4,0.0,1.0,0.0,0.0,0.0,1.0
1952-11-25,1952.0,11.0,25.0,66.15,55.5,1009.45,10.8,15.899999999999999,23.4,71.75,54.3,0.0,1.0,0.0,0.0,0.0,0.0
1952-11-26,1952.0,11.0,26.0,49.7,28.1,1024.25,13.7,10.45,15.9,58.849999999999994,40.849999999999994,0.0,0.0,0.0,0.0,0.0,0.5
1952-11-27,1952.0,11.0,27.0,47.15,30.0,1028.1999999999998,12.95,11.05,19.9,50.849999999999994,43.849999999999994,0.0,0.5,0.0,0.0,0.0,1.0
1952-11-28,1952.0,11.0,28.0,45.099999999999994,32.0,1028.8,10.9,12.8,17.95,49.849999999999994,39.849999999999994,0.0,1.0,0.0,0.0,0.0,1.0
1952-11-29,1952.0,11.0,29.0,41.099999999999994,37.8,1023.4499999999999,5.949999999999999,15.65,21.5,42.849999999999994,38.849999999999994,1.0,1.0,0.0,0.0,0.0,0.5
1952-11-30,1952.0,11.0,30.0,41.45,36.85,1027.4499999999998,10.3,11.2,16.4,46.4,38.3,0.0,0.5,0.0,0.0,0.0,1.0
1952-12-01,1952.0,12.0,1.0,47.7,46.349999999999994,1020.95,2.25,9.9,17.95,55.3,43.3,1.0,1.0,0.0,0.0,0.0,0.0
1952-12-02,1952.0,12.0,2.0,47.05,45.45,1019.9,2.35,7.25,10.95,50.849999999999994,43.3,1.0,0.0,0.0,0.0,0.0,1.0
1952-12-03,1952.0,12.0,3.0,56.55,54.25,1015.85,3.9,12.649999999999999,18.45,75.4,49.3,1.0,1.0,0.0,0.0,0.0,1.0
1952-12-04,1952.0,12.0,4.0,62.65,56.2,1016.8,8.4,10.65,18.45,70.3,56.849999999999994,0.5,1.0,0.0,0.0,1.0,0.0
1952-12-05,1952.0,12.0,5.0,51.35,35.1,1028.45,11.4,7.15,9.4,64.85,39.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-06,1952.0,12.0,6.0,51.099999999999994,37.7,1023.8,13.35,6.6,14.95,65.3,38.3,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-07,1952.0,12.0,7.0,58.4,52.9,1017.1,12.7,5.6,11.95,72.30000000000001,50.4,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-08,1952.0,12.0,8.0,66.30000000000001,61.6,1015.3499999999999,9.8,7.85,14.95,79.3,59.4,0.0,0.0,0.0,0.0,0.0,0.5
1952-12-09,1952.0,12.0,9.0,71.5,65.80000000000001,1014.5999999999999,8.100000000000001,10.8,18.55,79.75,67.85,1.0,0.5,0.0,0.0,0.0,0.0
1952-12-10,1952.0,12.0,10.0,56.65,34.900000000000006,1022.25,12.8,12.35,24.0,67.85,47.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-11,1952.0,12.0,11.0,49.75,32.2,1023.7,12.3,7.7,16.0,64.4,37.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-12,1952.0,12.0,12.0,56.0,48.15,1021.1500000000001,10.8,4.85,10.95,71.75,46.3,0.5,0.0,0.0,0.0,0.0,0.0
1952-12-13,1952.0,12.0,13.0,52.1,36.75,1021.8,11.05,9.85,14.0,61.3,41.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-14,1952.0,12.0,14.0,44.05,30.35,1024.9,12.95,10.3,18.0,53.849999999999994,34.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-15,1952.0,12.0,15.0,38.45,23.45,1028.65,11.45,4.0,10.5,52.849999999999994,26.85,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-16,1952.0,12.0,16.0,45.3,36.15,1025.75,12.899999999999999,7.050000000000001,13.0,61.3,32.9,0.0,0.0,0.0,0.0,0.0,0.5
1952-12-17,1952.0,12.0,17.0,56.25,50.650000000000006,1020.7,12.5,9.15,17.45,69.3,46.4,0.0,0.5,0.0,0.0,0.0,1.0
1952-12-18,1952.0,12.0,18.0,63.95,59.2,1018.2,11.25,8.75,17.5,73.4,56.4,0.0,1.0,0.0,0.0,0.0,1.0
1952-12-19,1952.0,12.0,19.0,62.55,59.150000000000006,1014.6,9.7,8.55,16.9,66.4,58.849999999999994,0.5,1.0,0.0,0.0,1.0,0.0
1952-12-20,1952.0,12.0,20.0,53.0,45.15,1020.6,9.850000000000001,7.35,13.0,63.400000000000006,44.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-21,1952.0,12.0,21.0,50.5,45.15,1018.6,9.100000000000001,9.15,17.95,59.849999999999994,42.349999999999994,0.0,0.0,0.0,0.0,0.0,1.0
1952-12-22,1952.0,12.0,22.0,61.35,52.75,1010.95,8.95,10.95,17.45,67.4,57.849999999999994,0.0,1.0,0.0,0.0,1.0,0.0
1952-12-23,1952.0,12.0,23.0,48.650000000000006,38.2,1017.3,10.899999999999999,7.35,10.95,57.3,43.4,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-24,1952.0,12.0,24.0,50.65,41.0,1018.8,10.850000000000001,7.8500000000000005,13.5,56.3,47.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-25,1952.0,12.0,25.0,51.150000000000006,39.75,1023.7,10.75,10.600000000000001,16.0,55.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0
1952-12-26,1952.0,12.0,26.0,50.7,38.25,1025.6,10.7,8.3,12.55,53.4,47.849999999999994,0.0,0.0,0.0,0.0,0.0,1.0
1952-12-27,1952.0,12.0,27.0,48.05,43.55,1025.3000000000002,6.55,5.5,9.9,51.3,45.849999999999994,1.0,1.0,0.0,0.0,0.0,1.0
1952-12-28,1952.0,12.0,28.0,51.099999999999994,42.85,1024.3,8.85,3.1,8.9,60.8,44.849999999999994,0.0,1.0,0.0,0.0,0.0,1.0
1952-12-29,1952.0,12.0,29.0,54.15,48.849999999999994,1018.55,8.8,6.85,14.45,58.4,51.8,0.5,1.0,0.0,0.0,0.0,1.0
1952-12-30,1952.0,12.0,30.0,56.9,54.55,1006.6,6.800000000000001,14.8,22.9,62.849999999999994,53.4,1.0,1.0,0.0,0.0,0.5,0.5
1952-12-31,1952.0,12.0,31.0,54.1,43.5,1015.25,12.15,10.2,24.95,63.85,45.849999999999994,0.0,0.5,0.0,0.0,0.0,1.0
1953-01-01,1953.0,1.0,1.0,53.0,49.0,1016.8499999999999,9.95,6.65,12.0,65.3,43.849999999999994,0.0,1.0,0.0,0.0,0.0,0.0
1953-01-02,1953.0,1.0,2.0,52.45,42.75,1017.65,8.2,9.7,19.4,60.3,44.849999999999994,1.0,0.0,0.0,0.0,0.0,0.0
1953-01-03,1953.0,1.0,3.0,47.05,30.55,1024.9,13.8,9.149999999999999,15.45,57.849999999999994,35.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-04,1953.0,1.0,4.0,49.1,33.900000000000006,1021.0,14.15,7.9,19.5,64.85,38.3,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-05,1953.0,1.0,5.0,53.95,42.95,1019.25,13.9,6.75,14.95,71.2,40.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-06,1953.0,1.0,6.0,61.15,54.95,1015.35,12.7,11.1,19.4,76.8,50.3,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-07,1953.0,1.0,7.0,67.15,61.349999999999994,1015.0,12.600000000000001,11.399999999999999,18.95,76.3,61.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-08,1953.0,1.0,8.0,68.9,58.35,1011.5,9.9,11.45,21.95,77.85,64.4,0.5,0.0,0.0,0.0,0.0,0.0
1953-01-09,1953.0,1.0,9.0,55.95,36.3,1014.1500000000001,13.100000000000001,14.899999999999999,25.45,67.3,46.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-10,1953.0,1.0,10.0,51.1,33.0,1015.75,13.350000000000001,10.15,16.0,65.85,37.3,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-11,1953.0,1.0,11.0,54.400000000000006,36.25,1020.8499999999999,13.15,7.449999999999999,15.9,69.8,45.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-12,1953.0,1.0,12.0,55.05,38.95,1025.35,13.45,7.95,15.0,65.85,42.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-13,1953.0,1.0,13.0,57.900000000000006,51.650000000000006,1019.3,11.9,10.05,19.5,71.75,48.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-14,1953.0,1.0,14.0,63.7,58.45,1016.45,12.3,11.55,21.45,74.3,54.849999999999994,0.0,0.0,0.0,0.0,0.0,1.0
1953-01-15,1953.0,1.0,15.0,66.6,62.150000000000006,1015.4,11.100000000000001,10.8,18.1,72.3,63.3,0.0,1.0,0.0,0.0,0.0,1.0
1953-01-16,1953.0,1.0,16.0,43.9,41.55,1021.85,5.1,13.5,18.45,66.85,32.4,0.5,1.0,0.0,0.0,0.0,1.0
1953-01-17,1953.0,1.0,17.0,35.25,30.75,1023.65,8.25,9.25,17.45,49.849999999999994,29.85,0.5,1.0,0.0,0.0,0.0,0.0
1953-01-18,1953.0,1.0,18.0,44.65,35.05,1019.95,8.8,5.6,13.95,69.8,28.3,0.5,0.0,0.0,0.0,0.0,0.0
1953-01-19,1953.0,1.0,19.0,59.65,52.75,1013.2,8.45,9.9,20.4,77.4,47.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-20,1953.0,1.0,20.0,64.75,56.3,1010.25,8.95,10.0,15.5,74.85,59.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-21,1953.0,1.0,21.0,52.0,41.650000000000006,1016.35,9.149999999999999,8.7,11.95,64.85,39.3,0.0,0.0,0.0,0.0,0.0,1.0
1953-01-22,1953.0,1.0,22.0,60.5,59.0,1009.95,3.9499999999999997,9.6,17.95,70.3,49.849999999999994,1.0,1.0,0.0,0.0,1.0,0.0
1953-01-23,1953.0,1.0,23.0,50.7,40.05,1010.6500000000001,12.9,16.45,25.95,63.85,43.3,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-24,1953.0,1.0,24.0,49.099999999999994,35.8,1021.3,13.9,8.85,13.5,66.85,38.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-25,1953.0,1.0,25.0,57.35,43.75,1025.25,14.7,5.85,13.5,75.85,43.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-26,1953.0,1.0,26.0,63.3,56.400000000000006,1021.5,11.05,11.45,20.5,75.4,55.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-27,1953.0,1.0,27.0,65.80000000000001,58.2,1017.65,11.65,10.65,18.95,75.85,59.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-28,1953.0,1.0,28.0,61.25,49.849999999999994,1019.45,10.9,9.7,17.5,69.3,53.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-01-29,1953.0,1.0,29.0,53.25,39.95,1022.5,12.399999999999999,11.45,19.55,62.849999999999994,41.8,0.0,0.0,0.0,0.0,0.0,1.0
1953-01-30,1953.0,1.0,30.0,63.5,58.599999999999994,1015.75,11.0,11.2,18.45,72.3,57.4,0.0,1.0,0.0,0.0,0.0,0.5
1953-01-31,1953.0,1.0,31.0,66.15,61.5,1012.3499999999999,10.25,9.0,26.0,76.3,60.8,0.5,0.5,0.0,0.5,1.0,1.0
1953-02-01,1953.0,2.0,1.0,59.2,54.2,1016.75,9.75,13.149999999999999,24.0,66.85,55.849999999999994,0.0,1.0,0.0,0.0,1.0,0.5
1953-02-02,1953.0,2.0,2.0,58.599999999999994,52.45,1016.5,7.6,4.4,9.9,71.2,48.849999999999994,1.0,0.5,0.0,0.0,0.0,0.0
1953-02-03,1953.0,2.0,3.0,59.45,52.75,1014.75,9.65,6.300000000000001,13.5,78.80000000000001,46.4,1.0,0.0,0.0,0.0,0.0,0.5
1953-02-04,1953.0,2.0,4.0,62.95,58.6,1015.9,4.9,4.65,9.9,72.85,56.849999999999994,1.0,0.5,0.0,0.0,0.0,1.0
1953-02-05,1953.0,2.0,5.0,65.8,60.75,1012.5,5.55,11.0,17.45,75.4,60.3,1.0,1.0,0.0,0.0,0.0,1.0
1953-02-06,1953.0,2.0,6.0,62.2,57.3,1010.35,7.9,9.350000000000001,21.95,68.3,57.4,0.0,1.0,0.0,0.0,0.0,0.0
1953-02-07,1953.0,2.0,7.0,57.45,43.349999999999994,1015.75,12.3,9.35,15.45,66.85,49.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-02-08,1953.0,2.0,8.0,55.1,39.900000000000006,1020.1,14.15,8.65,17.5,64.85,43.849999999999994,0.0,0.0,0.0,0.0,0.0,1.0
1953-02-09,1953.0,2.0,9.0,62.150000000000006,55.25,1017.3,11.899999999999999,14.2,21.0,70.3,54.849999999999994,0.5,1.0,0.0,0.0,0.0,1.0
1953-02-10,1953.0,2.0,10.0,66.05,63.8,1017.8,5.85,16.3,21.5,69.3,64.4,1.0,1.0,0.0,0.0,0.0,1.0
1953-02-11,1953.0,2.0,11.0,61.849999999999994,60.85,1015.2,3.45,13.4,17.95,69.3,49.849999999999994,0.5,1.0,0.0,0.0,0.0,0.0
1953-02-12,1953.0,2.0,12.0,48.05,37.45,1019.4,11.55,10.4,17.5,60.349999999999994,39.3,0.0,0.0,0.0,0.0,0.0,0.0
1953-02-13,1953.0,2.0,13.0,48.75,35.3,1020.7,11.45,7.3500000000000005,10.95,56.3,39.849999999999994,0.0,0.0,0.0,0.0,0.0,1.0
1953-02-14,1953.0,2.0,14.0,50.599999999999994,45.15,1012.5,8.149999999999999,9.2,19.45,52.3,47.3,1.0,1.0,0.0,0.0,0.0,0.0
1953-02-15,1953.0,2.0,15.0,50.8,39.349999999999994,1019.3,11.7,7.05,15.5,65.3,39.4,0.0,0.0,0.0,0.0,0.0,0.0
1953-02-16,1953.0,2.0,16.0,56.25,48.8,1016.1500000000001,11.75,7.6,13.5,69.25,45.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-02-17,1953.0,2.0,17.0,53.25,32.45,1026.65,11.2,12.0,19.0,63.85,45.3,0.0,0.0,0.0,0.0,0.0,1.0
1953-02-18,1953.0,2.0,18.0,51.75,42.65,1026.55,13.0,11.05,25.0,58.3,45.3,0.0,1.0,0.0,0.0,0.0,1.0
1953-02-19,1953.0,2.0,19.0,65.05,61.6,1013.5999999999999,8.2,17.15,27.95,72.85,55.849999999999994,0.0,1.0,0.0,0.0,0.0,1.0
1953-02-20,1953.0,2.0,20.0,62.25,56.1,1009.1500000000001,7.9,15.4,21.45,68.4,49.849999999999994,0.5,1.0,0.0,0.0,0.0,0.0
1953-02-21,1953.0,2.0,21.0,44.1,21.6,1026.6,9.399999999999999,14.95,19.45,50.849999999999994,36.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-02-22,1953.0,2.0,22.0,43.75,22.8,1033.5,11.95,10.350000000000001,15.95,51.3,37.4,0.0,0.0,0.0,0.0,0.0,1.0
1953-02-23,1953.0,2.0,23.0,44.0,33.65,1030.55,8.850000000000001,9.85,16.4,49.4,41.4,0.0,1.0,0.0,0.0,0.0,1.0
1953-02-24,1953.0,2.0,24.0,44.4,42.75,1021.45,3.75,10.25,18.55,51.3,40.849999999999994,1.0,1.0,0.0,0.0,0.0,1.0
1953-02-25,1953.0,2.0,25.0,51.15,49.650000000000006,1018.55,5.8,6.05,9.9,53.849999999999994,50.4,1.0,1.0,0.0,0.0,0.0,0.0
1953-02-26,1953.0,2.0,26.0,53.6,48.35,1019.95,4.2,3.3499999999999996,9.4,66.4,46.849999999999994,1.0,0.0,0.0,0.0,0.0,0.0
1953-02-27,1953.0,2.0,27.0,57.099999999999994,51.6,1017.55,7.699999999999999,6.9,14.45,74.85,44.849999999999994,0.5,0.0,0.0,0.0,0.0,0.5
1953-02-28,1953.0,2.0,28.0,63.7,60.65,1014.6500000000001,6.0,8.75,14.5,74.3,57.4,1.0,0.5,0.0,0.0,0.0,1.0
1953-03-01,1953.0,3.0,1.0,68.75,65.9,1006.7,8.6,13.45,17.5,76.85,65.3,1.0,1.0,0.0,0.0,0.0,1.0
1953-03-02,1953.0,3.0,2.0,68.7,66.85,1005.85,4.75,9.55,16.4,74.4,64.4,1.0,1.0,0.0,0.0,0.0,1.0
1953-03-03,1953.0,3.0,3.0,71.85,67.6,1003.7,7.3,11.850000000000001,18.95,80.2,67.85,1.0,1.0,0.0,0.0,0.0,0.0
1953-03-04,1953.0,3.0,4.0,59.75,45.2,1014.8499999999999,11.100000000000001,12.45,21.0,76.4,48.4,0.5,0.0,0.0,0.0,0.0,0.0
1953-03-05,1953.0,3.0,5.0,52.45,31.25,1024.9,12.9,9.55,17.5,60.8,42.349999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-03-06,1953.0,3.0,6.0,57.9,49.849999999999994,1023.65,12.3,8.5,17.0,69.8,51.3,0.0,0.0,0.0,0.0,0.0,0.0
1953-03-07,1953.0,3.0,7.0,62.45,59.4,1023.8499999999999,7.5,5.45,9.9,71.75,55.4,0.5,0.0,0.0,0.0,0.0,1.0
1953-03-08,1953.0,3.0,8.0,66.55000000000001,63.45,1024.65,2.7,4.6,7.95,73.3,62.4,1.0,1.0,0.0,0.0,0.0,0.0
1953-03-09,1953.0,3.0,9.0,63.9,57.349999999999994,1022.5999999999999,10.1,9.1,16.9,69.3,58.3,0.0,0.0,0.0,0.0,0.0,0.5
1953-03-10,1953.0,3.0,10.0,67.6,64.1,1017.5,7.3,9.899999999999999,14.95,75.85,63.3,1.0,0.5,0.0,0.0,0.0,1.0
1953-03-11,1953.0,3.0,11.0,70.45,67.35,1014.65,6.85,8.25,17.95,76.4,66.4,1.0,1.0,0.0,0.0,0.0,0.5
1953-03-12,1953.0,3.0,12.0,69.75,67.75,1016.85,6.050000000000001,7.8,14.45,73.85,67.3,1.0,0.5,0.0,0.0,0.0,0.0
1953-03-13,1953.0,3.0,13.0,68.15,63.95,1016.95,7.5,8.05,19.05,78.3,59.3,1.0,0.0,0.0,0.0,0.0,1.0
1953-03-14,1953.0,3.0,14.0,73.65,68.35,1012.45,8.05,13.85,21.0,82.85,68.85,1.0,1.0,0.0,0.0,0.0,1.0
1953-03-15,1953.0,3.0,15.0,70.3,55.900000000000006,1017.8,9.7,11.6,22.45,77.85,62.3,1.0,1.0,0.0,0.0,0.0,0.5
1953-03-16,1953.0,3.0,16.0,64.5,52.45,1020.7,12.1,10.850000000000001,21.45,72.85,58.849999999999994,0.0,0.5,0.0,0.0,0.0,1.0
1953-03-17,1953.0,3.0,17.0,70.4,65.94999999999999,1016.55,7.949999999999999,12.3,21.45,79.3,66.4,1.0,1.0,0.0,0.0,0.0,0.0
1953-03-18,1953.0,3.0,18.0,74.85,69.2,1011.7,9.6,8.85,13.05,84.4,70.75,0.0,0.0,0.0,0.0,0.0,0.0
1953-03-19,1953.0,3.0,19.0,68.85,63.349999999999994,1014.05,7.25,9.8,16.4,76.85,61.349999999999994,1.0,0.0,0.0,0.0,0.0,0.5
1953-03-20,1953.0,3.0,20.0,70.05000000000001,64.1,1012.5,8.5,8.35,16.4,79.3,62.3,1.0,0.5,0.0,0.0,0.0,0.0
1953-03-21,1953.0,3.0,21.0,72.30000000000001,66.7,1007.15,9.4,9.3,13.95,82.85,65.4,1.0,0.0,0.0,0.0,0.0,1.0
1953-03-22,1953.0,3.0,22.0,74.1,68.95,1006.95,8.15,10.95,16.4,83.3,69.3,1.0,1.0,0.0,0.0,0.0,0.0
1953-03-23,1953.0,3.0,23.0,69.85,47.6,1011.8,11.05,9.75,17.5,80.75,56.849999999999994,0.0,0.0,0.0,0.0,0.0,0.5
1953-03-24,1953.0,3.0,24.0,68.35,53.15,1017.05,7.8,7.65,15.9,82.85,56.849999999999994,1.0,0.5,0.0,0.0,0.0,0.0
1953-03-25,1953.0,3.0,25.0,66.75,47.7,1021.4,12.25,7.55,14.5,77.3,55.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0
1953-03-26,1953.0,3.0,26.0,66.8,57.85,1020.3499999999999,10.95,9.85,19.0,80.75,56.849999999999994,0.0,0.0,0.0,0.0,0.0,0.5
1953-03-27,1953.0,3.0,27.0,70.85,64.1,1016.05,10.6,8.7,17.5,82.85,62.849999999999994,0.0,0.5,0.0,0.0,0.0,0.0
